TACODE,TANAME,TAVERSION,NUMBER OF ALL ADDRESSES,NUMBER OF FULLY REGISTERED PROPERTIES,NUMBER OF EDW PROPERTIES,PROPS POTENTIALLY WARNED
114FWF1F2AA00,River Pol and Langreek Stream at Polperro,10,189,55,63,118
114FWF1G0AA00,River Neet from Woolstone Mill to Rodds Bridge excluding Helebridge,8,,,,
114FWF1G0BA00,River Neet at Bude,10,243,122,83,205
114FWF1G0CA00,Rivers Strat and Neet at Helebridge,2,12,8,0,8
114FWF1G1AA00,River Strat from Bush to Pinch Bridge excluding Stratton,10,,,,
114FWF1G1BA00,River Strat at Stratton,4,26,4,19,23
114FWF1H0AA00,River Ottery at Canworthy Water,11,17,6,2,8
114FWF1H0BA00,River Ottery at Yeolmbridge and Ham Mill,4,,,,
114FWF1H1AA00,River Tamar from Tamarstone to Druxton Bridge,9,22,8,5,13
114FWF1H2AA00,River Thrushel from Hayne Bridge to Lifton,6,20,11,4,15
114FWF1H3AA00,River Kensey from Newmills to St Leonards excluding Newport Industrial Estate,10,71,25,40,65
114FWF1H3BA00,River Kensey at Newport Industrial Estate,11,30,4,12,16
114FWF1H4AA00,River Lyd from Sydenham to Lifton,5,32,16,9,25
114FWF1H5AA00,River Tamar from Netherbridge to Greystone Bridge,10,,,,
114FWF1I0AA00,River Lynher from Berriowbridge to Notter Bridge,8,50,25,18,43
114FWF1I1AA00,River Tamar from Greystone Bridge to Cotehele excluding Calstock,10,31,15,9,24
114FWF1I1BA00,River Tamar at Calstock,3,74,28,28,56
114FWF1I2AA00,River Walkham from Huckworthy to Bedford Bridge,7,149,39,80,119
114FWF1I3AA00,Long Brook (Plympton) at Plympton,8,333,58,199,257
114FWF1I4AA00,River Yealm at Yealmbridge and Yealmpton,9,46,25,9,34
114FWF1I4BA00,River Yealm from Mill Bridge to Lee Mill,2,36,18,17,35
114FWF1I5AA00,River Plym from Shaugh Bridge to Riverside Caravan Park,7,20,4,13,17
114FWF1I5BA00,River Plym at Marsh Mills,7,93,42,30,72
114FWF1I6AA00,River Tavy from Mary Tavy to Lopwell,8,609,229,218,447
114FWF1I7BA00,Tory Brook from Newnham Park to Long Bridge,11,405,57,202,259
114FWFHELSTON01,River Cober at St Johns Road Area Helston,1,120,64,34,98
114FWFMEVA01,Mevagissey Stream at Mevagissey,1,247,69,83,152
114FWFNEWLYN01,Newlyn Coombe River at Newlyn,1,95,26,41,67
114FWFPAR01,St Blazey Stream at St Blazey,1,395,154,162,316
114FWT1T1AA00,South Cornwall coast from Lizard Point to Gribbin Head excluding the Tidal Fal Estuary,9,878,259,314,573
114FWT1T1BA00,South Cornwall coast from Lands End to Lizard Point excluding Mounts Bay,9,95,7,29,36
114FWT1T1BB00,"South Cornwall coast at Mounts Bay, seafront properties",4,257,83,97,180
114FWT1T1BC00,"South Cornwall coast at Mounts Bay, properties located behind the seafront",3,644,154,291,445
114FWT1T1CA00,Plymouth Barbican,9,861,209,397,606
114FWT1T1DA00,Tidal Fal Estuary at Truro,4,306,90,127,217
114FWT1T1EA00,South Cornwall coast from Gribbin Head to Rame Head,2,912,313,300,613
114FWT1T1FA00,"Plymouth Sound, Wembury Bay and tidal estuaries",3,2163,454,1071,1525
114FWT1T2AA00,North Cornwall coast from Lands End to Chapel Porth,14,627,100,251,351
114FWT1T2CA00,"Tidal Camel Estuary at Wadebridge, Chapel Amble, Padstow and Sladesbridge",9,809,378,258,636
114FWT1T2DA00,Tidal Camel Estuary at Rock and low lying properties on the Little Petherick Creek,7,22,8,11,19
114FWT1T2EA00,North Cornwall coast from Chapel Porth to The Rumps excluding the tidal Camel Estuary,8,179,36,58,94
114FWT1T2FA00,North Cornwall coast from The Rumps to Hartland Point,7,169,63,49,112
114FWT1T2GA00,North Cornwall coast at Copperhouse Pool Hayle,3,230,46,113,159
114FWTFALEST1,Tidal Fal Estuary,1,741,257,269,526
114WACT1T1AA00,South Cornwall Coast from Lands End to Lizard Point,10,1035,242,0,141
114WACT1T1BA00,South Cornwall coast from Lizard Point to Gribbin Head excluding the Tidal Fal Estuary,5,877,259,0,73
114WACT1T1CA00,South Cornwall coast from Gribbin Head to Rame Head,2,913,313,0,116
114WACT1T1DA00,"Plymouth Sound, Wembury Bay and tidal estuaries",5,3024,663,0,132
114WACT1T2AA00,North Cornwall coast from Lands End to Chapel Porth,13,627,100,0,43
114WACT1T2BA00,North Cornwall coast from Chapel Porth to The Rumps excluding the tidal Camel Estuary,7,176,36,0,10
114WACT1T2CA00,Tidal Camel Estuary at Rock and low lying properties on the Little Petherick Creek,2,22,8,0,5
114WACT1T2DA00,North Cornwall coast from The Rumps to Hartland Point,3,169,63,0,20
114WAFCOBER,River Cober,1,294,102,0,43
114WAFT1W01A00,West Cornwall Rivers,14,4106,454,0,252
114WAFT1W02A00,Helford and Fal Rivers,10,1458,210,0,96
114WAFT1W03A00,North Cornwall Rivers,10,1560,373,0,133
114WAFT1W04A00,St Austell and Par Rivers,13,1577,374,0,150
114WAFT1W05A00,River Fowey,10,461,133,0,59
114WAFT1W06A00,Rivers Looe and Seaton,9,552,75,0,33
114WAFT1W07A00,River Lynher,8,428,69,0,33
114WAFT1W08A00,Lower River Tamar,9,125,46,0,19
114WAFT1W09A00,Middle River Tamar,9,227,50,0,30
114WAFT1W10A00,Upper River Tamar,12,825,205,0,60
114WAFT1W11A00,Rivers Tavy and Walkham,9,1757,328,0,107
114WAFT1W12A00,River Plym and Tory Brook,8,1056,160,0,54
114WAFT1W13A00,River Yealm,8,180,53,0,25
114WATFALEST1,Tidal Fal Estuary,1,1047,347,0,91
121FWB099,River Coquet at The Butts at Warkworth,3,43,33,0,33
121FWB111,River Coquet at Lower Stanners at Warkworth,6,,,,
121FWB308,"River Wear at South View and Victoria Bridge House, Fatfield",2,30,19,10,29
121FWB556,Ouseburn at Byker,2,60,12,7,19
121FWC526,North Sea at Holy Island,5,,,,
121FWC527,North Sea at Seahouses,4,29,6,4,10
121FWC530,North Sea at Beadnell,6,,,,
121FWC531,North Sea at Alnmouth,7,14,9,0,9
121FWC532,North Sea at Amble,6,123,33,42,75
121FWC537,"North Sea at Blyth Quayside, North Blyth and Cambois",8,65,15,22,37
121FWC539,North Sea at Blyth,9,552,167,201,368
121FWC540,"North Sea at Whitley Bay, Cullercoats and Tynemouth",6,,,,
121FWC554,"North Sea at Roker, Sunderland",7,,,,
121FWC561,"North Sea at Zetland Park, Redcar",11,153,11,113,124
121FWC563,"North Sea at West Harbour and Old Town, Hartlepool",9,145,9,93,102
121FWC566,North Sea at Saltburn by the Sea,9,,,,
121FWC567,North Sea at Redcar,7,123,14,38,52
121FWC570,"North Sea coast at Victoria Harbour, Hartlepool",3,249,11,146,157
121FWC571,"North Sea coast at The Headland, Hartlepool",2,100,6,76,82
121FWC572,North Sea at Cowbar,1,,,,
121FWF020,River Tees at Hurworth Place and Newbus Grange,8,85,32,39,71
121FWF025,River Tees at Low Dinsdale,7,,,,
121FWF030,River Tees at Neasham,7,99,60,29,89
121FWF040,River Tees at Thornaby,9,150,22,60,82
121FWF041,"River Tees at University College, Thornaby",10,236,20,94,114
121FWF042,River Tees at Barnard Castle,2,43,17,17,34
121FWF043,River Tees at Piercebridge,1,16,5,5,10
121FWF050,River Tees at Yarm,7,745,354,216,570
121FWF055,River Tees at Croft,7,136,71,48,119
121FWF070,River Leven at lower Great Ayton,10,93,29,30,59
121FWF071,River Leven at Great Ayton,3,178,45,82,127
121FWF072,River Leven at Lower Stokesley,9,216,122,51,173
121FWF074,River Leven at Stokesley,10,821,175,396,571
121FWF076,Loftus Beck at Loftus,1,56,18,17,35
121FWF077,"Lustrum Beck at Oxbridge Riverside and Primrose Hill Industrial Estate, Stockton-on-Tees",10,34,22,5,27
121FWF078,Skinningrove Beck at Skinningrove,11,184,70,75,145
121FWF079,River Leven at Hutton Rudby,9,,,,
121FWF080,River Skerne at Aycliffe village,8,,,,
121FWF083,River Skerne at lower Darlington and Great Burdon,11,106,19,49,68
121FWF084,River Skerne at Darlington and Great Burdon,3,247,12,143,155
121FWF085,River Skerne at upper Darlington and Great Burdon,3,496,99,317,416
121FWF087,River Leven at Leven Bridge,6,,,,
121FWF088,"Lustrum Beck at Newtown Riverside and Hartburn Avenue, Stockton-on-Tees",12,100,42,43,85
121FWF089,Lustrum Beck at Stockton-on-Tees,3,664,44,422,466
121FWF090,Middlesbrough Becks at lower lying parts of Middlesbrough,2,33,1,17,18
121FWF091,Middlesbrough Becks at Middlesbrough,4,1814,66,1254,1320
121FWF098,River Coquet at Coquet Lodge at Warkworth,1,,,,
121FWF100,River Coquet at Warkworth,3,59,33,20,53
121FWF101,River Wansbeck at Morpeth,9,1242,757,340,1097
121FWF105,River Pont at Ponteland,8,464,222,139,361
121FWF106,"River Coquet at Lower Maltings, Rothbury",1,15,14,0,14
121FWF107,River Coquet at Lower Rothbury,3,,,,
121FWF108,River Coquet at Rothbury,4,55,34,12,46
121FWF109,River Coquet at Upper Rothbury,10,22,11,2,13
121FWF110,River Coquet at Brinkburn and Weldon,7,,,,
121FWF112,River Coquet at Thropton,6,,,,
121FWF113,River Wansbeck at Bothal and Sheepwash,7,70,7,47,54
121FWF114,"River Pont at Kirkley Mill, Fox Covert Lane, Darras Hall and Prestwick Carr",8,63,27,27,54
121FWF115,River Wansbeck at East Mill and Morpeth Riverside Leisure Centre,8,15,12,0,12
121FWF119,River Font at Netherwitton and Longshaws Mill,5,14,7,0,7
121FWF120,Wooler Water at Wooler,8,149,41,59,100
121FWF121,Belford Burn at Belford,1,29,10,4,14
121FWF122,Wooler Water at Riverside Leisure Park,1,,,,
121FWF123,Waren Burn at Waren Mill,7,36,9,5,14
121FWF125,River Wansbeck at Abbey Mills,7,,,,
121FWF126,"River Tweed at Boat House, Norham",2,,,,
121FWF127,River Tweed at Norham Village,3,31,10,11,21
121FWF128,River Coquet at Felton Riverside,2,,,,
121FWF129,River Coquet at Felton,2,20,9,2,11
121FWF194,River Tyne at Tyne Green Hexham,1,,,,
121FWF195,River Tyne at Lower Hexham,1,,,,
121FWF196,River Tyne at Hexham,1,96,51,16,67
121FWF197,River Rede at Otterburn Mill and Brownchesters Farm,2,,,,
121FWF198,River Rede at Otterburn,1,20,4,10,14
121FWF199,Cockshaw Burn at Hexham,2,46,21,7,28
121FWF200,River South Tyne at The Riverside Workshop at Haydon Bridge,9,,,,
121FWF201,Cockshaw Burn at Upper Hexham,7,230,61,80,141
121FWF202,River Rede at West Woodburn and Redesmouth,7,18,7,3,10
121FWF204,River North Tyne at Falstone,6,16,4,2,6
121FWF205,River Tyne and Cockshaw Burn at Tyne Green Mews Hexham,2,12,2,5,7
121FWF206,River North Tyne at Bellingham,5,47,13,23,36
121FWF207,"River North Tyne at Barrasford, Haughton and Chollerford",7,34,11,17,28
121FWF208,River South Tyne at Slaggyford and Lambley,5,18,10,4,14
121FWF209,River North Tyne at Wark,1,,,,
121FWF210,River South Tyne at Haltwhistle,6,23,8,3,11
121FWF211,River South Tyne at Warden,9,26,27,0,27
121FWF212,River South Tyne at Lower Warden,4,,,,
121FWF214,Red Burn at Acomb,2,87,36,39,75
121FWF215,Stocksfield Burn at Stocksfield,1,80,27,40,67
121FWF216,Birkey Burn at Acomb,1,,,,
121FWF217,River Wear at Stanhope,7,114,38,56,94
121FWF218,River Wear at Frosterley,5,22,5,8,13
121FWF219,River Wear at Wolsingham,10,171,43,84,127
121FWF220,River Wear at Witton-le-Wear,4,,,,
121FWF221,"River Tyne at Wellbank Riverside and The Mill, Corbridge",10,,,,
121FWF223,River Wear at Lower Stanhope,6,29,15,6,21
121FWF227,River North Tyne at Kielder Butteryhaugh,6,63,31,13,44
121FWF228,River Gaunless at West Auckland,7,133,50,42,92
121FWF229,River Gaunless at South Church,7,222,69,106,175
121FWF231,River Gaunless at Ramshaw Mill,6,,,,
121FWF233,River Gaunless at Upper West Auckland,6,277,112,92,204
121FWF234,Oakley Cross Beck at West Auckland,5,293,82,132,214
121FWF235,"River South Tyne at Middle Lipwood, Brigwood and Temple Houses at Haydon Bridge",8,104,63,20,83
121FWF236,River South Tyne at Haydon Bridge,6,290,71,111,182
121FWF237,River Tyne at Corbridge,9,53,43,4,47
121FWF303,River Wear at Chester-le-Street,6,30,19,7,26
121FWF304,"River Wear at Mount Pleasant, Fatfield",2,152,52,88,140
121FWF305,River Tyne at Ovingham and Ferry Landing,6,21,14,0,14
121FWF306,River Tyne at Bywell and Low Prudhoe,7,107,34,26,60
121FWF307,"River Wear at Bishop Auckland, Willington and Page Bank",5,13,8,0,8
121FWF309,"River Wear at West and East Bridge Street, Fatfield",2,57,37,14,51
121FWF310,"River Wear at Bonemill Lane and Riverview, Fatfield",3,14,4,5,9
121FWF311,River Wear at Cox Green,1,18,7,3,10
121FWF313,"River Wear at Batts Terrace Riverside, Bishop Auckland",5,,,,
121FWF314,River Wear at Page Bank riverside,5,,,,
121FWF315,River Wear at Croxdale riverside,7,,,,
121FWF318,Ouseburn at Great Parkway and Killingworth Road,2,65,6,37,43
121FWF319,Ouseburn at Fencerhill Wood,2,75,38,33,71
121FWF320,"Ouseburn at Brunton Park, Melton Park and South Gosforth",2,359,97,214,311
121FWF321,River Derwent at Blackhall Mill,7,48,27,9,36
121FWF322,Smallhope Burn at Lanchester,7,169,58,72,130
121FWF323,"River Derwent at Blaydon-on-Tyne, Rowlands Gill, Lintzford, and Shotley Bridge",5,78,24,39,63
121FWF324,River Derwent at Swalwell,2,90,27,49,76
121FWF325,"River Derwent at Ebchester Bridge, Blackhall Mill, Lintzford Grange and Rowlands Gill",5,156,62,67,129
121FWF326,Ouseburn at Woolsington and Brunton Mill,11,11,3,0,3
121FWF330,River Wear at Durham Riverside,10,83,16,10,26
121FWF331,River Wear at Upper Durham,8,47,19,14,33
121FWF332,"River Wear at Elvet and Framwellgate, Durham",9,134,50,38,88
121FWF333,River Wear at Durham,7,118,16,57,73
121FWF334,"Moors Burn at Brookside and North Road, Houghton-le-Spring",3,14,3,4,7
121FWF335,"Moors Burn at Sedgeletch and Rainton Bridge, Houghton-le-Spring",3,,,,
121FWF336,"Moors Burn at Dairy Lane, Houghton-le-Spring",3,88,31,45,76
121FWF337,"River Derwent at Eddy's Bridge, Leadmill Bridge, Allensford and Shotley Bridge",2,29,8,16,24
121FWT519,North Sea at Berwick-Upon-Tweed and Tweedmouth,7,73,17,31,48
121FWT544,"Tyne estuary at North Shields, South Shields and Howdon Pans",8,283,50,114,164
121FWT549,"Tyne estuary at Newcastle Quayside, Low Walker, Lower Derwenthaugh Industrial Estate and Willington",10,96,40,25,65
121FWT550,Tyne estuary at Derwenthaugh,9,,,,
121FWT551,"Tyne estuary at Dunston, Derwenthaugh Industrial Estate and Scotswood",11,108,33,46,79
121FWT552,Wear estuary at Deptford and South Hylton,2,,,,
121FWT553,Wear estuary at Sunderland North Dock and White Heugh,7,,,,
121FWT555,Wear estuary at Sunderland low street,5,,,,
121FWT557,Tees estuary at Port Clarence and Haverton Hill,10,341,126,145,271
121FWT558,Tees estuary at Teesside Park,10,62,19,20,39
121FWT562,"Tees estuary at Portrack, Stockton-on-Tees and Middlesbrough",9,133,29,28,57
121FWT565,Tees estuary at Greatham Creek,5,18,16,0,16
121FWT568,Tees estuary at Billingham,9,,,,
121WAC921,Northumberland coast,15,1027,311,0,81
121WAC922,Tyne and Wear coast,10,74,11,0,10
121WAC928,Hartlepool to Cowbar,15,1719,81,0,57
121WAF900,River Till and tributaries,9,361,64,0,58
121WAF901,River Tweed South Bank,7,78,16,0,12
121WAF903,Upper River Coquet,9,219,82,0,67
121WAF904,Lower River Coquet,10,165,96,0,52
121WAF905,River Wansbeck,9,1480,813,0,469
121WAF906,Rivers Pont and Blyth,11,578,251,0,132
121WAF907,River Rede,9,62,15,0,10
121WAF908,River North Tyne,14,281,68,0,43
121WAF909,River South Tyne,13,678,211,0,128
121WAF910,River Tyne,16,960,324,0,216
121WAF911,Ouseburn and estuarine tributaries,11,672,158,0,69
121WAF912,"Rivers Derwent, Team, Don and estuarine tributaries",11,575,169,0,124
121WAF914,Upper River Wear,7,656,124,0,93
121WAF915,Lower River Wear,11,1421,397,0,293
121WAF917,River Gaunless,8,1252,329,0,90
121WAF918,Coastal rivers in North Northumberland,11,138,18,0,17
121WAF919,Coastal rivers in South Northumberland,8,892,14,0,14
121WAF920,Tyne and Wear coastal rivers,9,320,4,0,4
121WAF923,River Skerne,12,1851,154,0,119
121WAF924,Upper River Tees,13,797,227,0,129
121WAF925,Lower River Tees and estuarine tributaries,16,3077,552,0,240
121WAF927,River Leven,11,2256,409,0,162
121WAF929,Coastal Streams in Redcar and Cleveland,8,537,105,0,71
121WAF930,Middlesbrough Becks,5,1851,63,0,52
121WAT902,Tweed estuary,10,77,18,0,6
121WAT913,Tyne estuary,13,1004,183,0,132
121WAT916,Wear estuary,9,34,21,0,16
121WAT926,Tidal River Tees,13,549,171,0,100
122FWB021,River Ouse at Wistow,1,517,101,290,391
122FWB041,River Hull and Humber estuary at Hull City Centre,13,2560,673,958,1631
122FWB106,Holderness Drain at East Carr and the Ings,15,588,50,467,517
122FWB112,Hull city centre,8,9745,596,5843,6439
122FWB113,River Hull and Holderness Drain at Stoneferry and Drypool,10,6104,336,4362,4698
122FWB114,City of Hull at Marfleet and areas of North Carr,9,13555,536,10197,10733
122FWB115,"River Hull and Beverley and Barmston Drain at Bricknell, Newland and Avenue",11,16066,682,11621,12303
122FWB117,"Beverley and Barmston Drain at City of Hull, Lockwood Street",10,44,17,8,25
122FWB119,City of Hull at Sutton Ings and Southcoates,8,12187,472,9421,9893
122FWB120,River Hull at Deringham and Boothferry,11,7091,423,5527,5950
122FWB121,"Beverley and Barmston Drain at Hull, University and Orchard Park South",12,6432,226,4862,5088
122FWB123,River Hull and Holderness Drain at Sutton Fields,9,9839,528,7826,8354
122FWB128,Beverley and Barmston Drain around Lincoln Street,6,231,61,36,97
122FWB133,Beverley and Barmston Drain at Orchard Park North,5,848,21,623,644
122FWB758,River Ouse at Riccall,2,181,33,99,132
122FWB805,River Esk at Briggswath,6,39,8,20,28
122FWB826,River Esk at Ruswarp,1,117,48,35,83
122FWC001,North Sea coast at Bridlington - Harbour Road and Floral Pavilion,6,30,16,5,21
122FWC002,North Sea coast at Bridlington - South Pier,8,15,4,2,6
122FWC003,North Sea coast at Hornsea,9,86,15,47,62
122FWC005,North Sea coast at Tunstall,6,12,3,4,7
122FWC006,North Sea coast at Withernsea,6,36,12,11,23
122FWC007,North Sea coast at Easington and Kilnsea,6,89,21,46,67
122FWC008,North Sea coast at Spurn Point,5,,,,
122FWC009,North Sea at Scarborough - North Bay,1,16,5,0,5
122FWC030,North Sea at Staithes,5,28,9,6,15
122FWC036,North Sea at Sandsend,4,53,15,15,30
122FWC040,North Sea and River Esk at Whitby Harbour,14,506,83,217,300
122FWC045,North Sea at Scarborough - Sandside,6,83,19,23,42
122FWC048,North Sea at Scarborough - Foreshore Road,9,35,8,10,18
122FWC050,North Sea at Scarborough - Spa Complex,4,,,,
122FWF002,River Nidd at Summerbridge and Dacre Bank,1,24,9,6,15
122FWF003,River Nidd at Birstwith,1,30,10,14,24
122FWF004,River Nidd at Kirk Hammerton,1,,,,
122FWF006,River Nidd at Low Laithe,1,,,,
122FWF007,River Nidd at Glasshouses,1,36,2,7,9
122FWF008,River Nidd at Cattal,1,,,,
122FWF009,River Nidd at Cowthorpe and Walshford Bridge,2,,,,
122FWF010,River Nidd and Cockhill Beck at Hampsthwaite,2,123,15,80,95
122FWF011,River Nidd at Killinghall Business Parks,1,17,3,4,7
122FWF012,River Nidd at Amblers Farm and Jodhpurs Riding School,1,,,,
122FWF013,The Fleet at Appleton Roebuck,2,81,11,53,64
122FWF014,River Swale at Brompton-on-Swale,1,306,26,197,223
122FWF015,River Wharfe at Boston Spa,1,38,14,17,31
122FWF016,River Crimple at Pannal and Burn Bridge,1,76,16,49,65
122FWF017,Bielby Beck at Bielby,1,78,16,44,60
122FWF018,Bedale Beck at Bedale,1,81,11,49,60
122FWF019,River Wharfe at Newton Kyme,1,38,9,26,35
122FWF020,River Ouse at Poppleton,2,119,18,54,72
122FWF022,River Wharfe at Kirkby Wharfe,1,22,17,0,17
122FWF023,"Bardsey Beck and Keswick Beck at Bardsey, Keswick and Rigton",1,78,15,50,65
122FWF024,Hebden Beck at Hebden,1,,,,
122FWF025,Widdale Beck at Appersett,1,25,16,0,16
122FWF031,Setting Dike at Priory Road,1,985,97,745,842
122FWF032,"Creyke, Mill and Broadlane Becks at Cottingham",2,210,40,145,185
122FWF034,Broadlane Beck at Cottingham,1,378,63,280,343
122FWF036,River Rye and Borough Beck at Helmsley,1,138,12,66,78
122FWF100,Holderness Drain at Routh and Meaux,12,68,9,46,55
122FWF101,Holderness Drain at Wawne Common and Woody Carr,5,59,7,37,44
122FWF102,River Hull and Holderness Drain at Tickton and Weel,10,611,155,395,550
122FWF103,Holderness Drain and Leven Drain at Leven,10,128,30,79,109
122FWF104,Low lying properties in the Upper Hull catchment,10,33,14,13,27
122FWF105,Beverley and Barmston Drain at Dunswell and Thearne,11,230,47,156,203
122FWF107,River Hull at Hull Bridge and Beverley,7,211,50,64,114
122FWF108,Beverley and Barmston Drain at Thearne,4,150,26,98,124
122FWF111,"River Hull at Pickering West, Gipsyville and St Andrews",7,8837,420,6209,6629
122FWF116,River Hull at Newington,7,5799,176,4157,4333
122FWF118,"River Hull at Hull Old Town, Drypool and Sutton Fields",8,1562,298,692,990
122FWF122,Beverley and Barmston Drain at Sculcoates,7,337,22,177,199
122FWF124,"River Hull, west of the city around Anlaby Park",9,6950,328,5491,5819
122FWF125,Fleet Drain at Hessle,2,1100,583,397,980
122FWF126,Beverley and Barmston Drain at Clough Road,3,78,24,26,50
122FWF127,Beverley and Barmston Drain at Beverley Road North,4,3400,306,2601,2907
122FWF129,River Hull at Kingswood,4,3892,582,2742,3324
122FWF130,Holderness Drain and Leven Drain in Leven village,5,997,76,734,810
122FWF131,Holderness Drain at East Carr,4,865,132,641,773
122FWF132,"Beverley and Barmston Drain at Orchard Park, New Village and North Moor",4,3845,120,2871,2991
122FWF134,Beverley and Barmston Drain at Dunswell and Plaxton Bridge,4,118,39,66,105
122FWF135,Roam Drain and River Hull at Hempholme,3,,,,
122FWF137,South Cave Beck at South Cave and West End,1,578,75,400,475
122FWF143,Western Drain at Northfield and Low Field in Hessle,1,2161,177,1713,1890
122FWF160,Burstwick Drain at Burstwick,10,125,79,42,121
122FWF162,Burstwick Drain at Hedon East,9,2327,888,1211,2099
122FWF164,Westlands Drain at Hedon,9,166,63,88,151
122FWF165,Burstwick Drain at Hedon West,9,1269,341,795,1136
122FWF166,Patrington Haven on Winestead Drain,10,141,32,79,111
122FWF191,Market Weighton Canal at Newport,9,121,27,72,99
122FWF192,North Cave Beck at North Cave,5,83,52,27,79
122FWF210,River Swale Caravan Parks at Richmond and properties at Lownthwaite Bridge,5,67,29,23,52
122FWF211,Gilling Beck at Gilling West,4,53,24,16,40
122FWF220,River Swale at Brompton-on-Swale caravan park and Brompton Lakes,6,,,,
122FWF222,River Swale at Richmond and Easby,5,34,7,19,26
122FWF224,River Swale at Howe village and by Skipton Bridge,6,14,9,0,9
122FWF227,River Swale at Helperby,6,,,,
122FWF228,River Swale at Catterick Bridge,8,,,,
122FWF230,River Swale at Great Langton,6,45,12,26,38
122FWF234,River Swale at Topcliffe,8,28,17,4,21
122FWF236,River Swale at Thornton Bridge,6,,,,
122FWF238,River Swale at Myton on Swale,6,13,4,4,8
122FWF240,River Wiske at Kirby Wiske,6,44,28,9,37
122FWF242,Confluence of Sun Beck and Turker Beck at Northallerton,9,111,4,44,48
122FWF243,Brompton Beck at North of Station Road in Brompton,9,106,57,28,85
122FWF244,Brompton Beck at South of Station Road in Brompton,8,270,64,109,173
122FWF245,Cod Beck at Thirsk,9,544,62,247,309
122FWF247,Willow Beck at Low Gates,3,12,2,3,5
122FWF248,Cod Beck at Thirsk - riverside properties,6,67,41,16,57
122FWF250,Brough Beck at Catterick - Swale Pasture Lane and Oran Lane,5,53,32,16,48
122FWF251,Brough Beck at Catterick - Low Green and the High Street,7,183,44,91,135
122FWF252,Brough Beck at Catterick - Mowbray Road and Brough Meadows,6,333,157,116,273
122FWF253,Brough Beck at Catterick - Kings Close and the High Street,6,61,18,31,49
122FWF305,River Ure at Masham,4,,,,
122FWF306,Swinney Beck at Masham,4,106,26,34,60
122FWF307,Bishop Monkton Beck at Bishop Monkton,6,56,28,22,50
122FWF310,River Ure at Boroughbridge Camping and Caravanning Site,7,,,,
122FWF312,River Ure in Ripon at Ure Bank and the Racecourse,7,49,17,13,30
122FWF313,River Ure at North Bridge and Rhodes Field Lock,3,98,16,62,78
122FWF314,River Skell at Ripon - riverside properties,2,60,33,10,43
122FWF315,River Skell at Ripon,8,1026,426,446,872
122FWF320,Rivers Ure and Skell in Ripon around Paddies Park,7,279,61,164,225
122FWF340,River Ure at Bar Lane Roecliffe,8,12,3,0,3
122FWF344,River Ure at Milby Island,4,36,25,2,27
122FWF345,River Ure at Boroughbridge,4,374,157,131,288
122FWF346,River Ure at Aldwark Bridge to Cuddy Shaw Plantation,12,,,,
122FWF347,River Tutt at Boroughbridge,4,278,118,99,217
122FWF348,River Ure at Langthorpe,1,76,39,24,63
122FWF352,River Ure at Lower Dunsforth,4,83,49,18,67
122FWF404,River Nidd at Pateley Bridge,7,227,96,69,165
122FWF405,River Nidd at Knaresborough,6,115,75,34,109
122FWF406,River Nidd at Hunsingore,4,,,,
122FWF407,River Nidd at Knaresborough Caravan Parks and Goldsborough Mill Farm,12,72,44,13,57
122FWF520,River Wharfe at Bolton Bridge,8,,,,
122FWF525,River Wharfe at Addingham,6,134,73,42,115
122FWF526,Town Beck at Addingham,5,398,75,231,306
122FWF530,River Wharfe at Denton Road Ilkley,8,73,62,7,69
122FWF532,River Wharfe at Ilkley,8,194,42,117,159
122FWF534,River Wharfe at Burley in Wharfedale,9,309,33,197,230
122FWF555,River Wharfe at Billams Hill and riverside properties between Otley and Pool,10,318,105,148,253
122FWF560,River Wharfe at Otley,10,256,65,109,174
122FWF565,River Wharfe at Pool in Wharfedale,6,,,,
122FWF570,River Wharfe at Castley Lane,5,51,20,28,48
122FWF573,River Wharfe at Harewood Bridge,6,,,,
122FWF575,Collingham Beck at Collingham,9,186,76,82,158
122FWF580,River Wharfe at Wetherby,5,57,25,28,53
122FWF582,River Wharfe at The Avenue Collingham and Linton Ings,7,135,82,45,127
122FWF583,Bramham Beck at Bramham,5,88,30,37,67
122FWF585,River Wharfe at Tadcaster,5,124,66,23,89
122FWF586,River Wharfe at Ulleskelf,7,104,59,34,93
122FWF587,River Wharfe at Ryther,1,47,31,7,38
122FWF589,River Wharfe at Bolton Percy,4,15,6,0,6
122FWF590,Cock Beck at Stutton,5,,,,
122FWF620,Pickering Beck riverside properties at Pickering,7,94,56,24,80
122FWF621,Pickering Beck at Pickering,9,358,122,148,270
122FWF627,River Seven at Sinnington,5,115,71,33,104
122FWF628,Hovingham Beck at Hovingham,4,40,23,12,35
122FWF629,Thornton Beck at Thornton-le-Dale,6,182,31,95,126
122FWF630,"Mill Beck at Welham Road, Norton",4,27,19,5,24
122FWF648,River Derwent at Norton,7,504,205,193,398
122FWF649,River Derwent at Old Malton,5,128,36,60,96
122FWF650,River Derwent at Buttercrambe Mill,5,,,,
122FWF651,Pocklington Beck at Pocklington,3,361,119,144,263
122FWF652,River Derwent at Stamford Bridge - The Weir Caravan Park and Kexby Bridge,8,,,,
122FWF653,River Derwent at Stamford Bridge - riverside properties,7,91,23,39,62
122FWF660,River Derwent at Elvington,3,62,21,26,47
122FWF665,"River Derwent at Thorganby, Bubwith and Wressle",6,118,43,50,93
